Fecha;Departamento;Municipio;D°a;Hora;Barrio;Zona;Clase de sitio;Arma empleada;M¢vil Agresor;M¢vil Victima;Edad;Sexo;Estado civil;Pa°s de nacimiento;Clase de empleado;Profesi¢n;Escolaridad;C¢digo DANE;Cantidad
26/03/2016;ANTIOQUIA;MEDELL÷N (CT);S†bado;5:35:00;LAS VIOLETAS C-16;URBANA;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;16;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;05001000;1
26/03/2016;ANTIOQUIA;SEGOVIA;S†bado;12:40:00;JUNIN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;27;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;05736000;1
26/03/2016;ANTIOQUIA;SEGOVIA;S†bado;12:40:00;SECTOR LOS LODOS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05736000;1
26/03/2016;ANTIOQUIA;YOND‡;S†bado;4:40:00;CGTO. SAN MIGUEL DEL TIGRE;RURAL;CARRETERA;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;59;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;05893000;1
26/03/2016;BOL÷VAR;CARTAGENA (CT);S†bado;16:15:00;LAS PALMERAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;13001000;1
26/03/2016;BOL÷VAR;CARTAGENA (CT);S†bado;16:15:00;LAS PALMERAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;13001000;1
26/03/2016;BOL÷VAR;CARTAGENA (CT);S†bado;16:15:00;LAS PALMERAS;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;41;MASCULINO;CASADO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;13001000;1
26/03/2016;CAUCA;CORINTO;S†bado;21:40:00;LA PAZ;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19212000;2
26/03/2016;CAUCA;CORINTO;S†bado;21:40:00;LA PAZ;URBANA;DENTRO DE LA VIVIENDA;ARMA DE FUEGO;A PIE;A PIE;27;MASCULINO;UNION LIBRE;COLOMBIA;COMERCIANTE;-;SECUNDARIA;19212000;1
26/03/2016;CAUCA;PUERTO TEJADA;S†bado;21:40:00;HIPODROMO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;FEMENINO;UNION LIBRE;COLOMBIA;AMA DE CASA;-;SECUNDARIA;19573000;1
26/03/2016;CAUCA;SANTANDER DE QUILICHAO;S†bado;21:00:00;VDA SAN BOSCO;RURAL;TIENDA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;21;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;19698000;1
26/03/2016;CHOC‡;QUIBD‡ (CT);S†bado;22:00:00;OBRERO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27001000;1
26/03/2016;C‡RDOBA;MONTER÷A (CT);S†bado;18:35:00;EL CENTRO;URBANA;TIENDA;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;UNION LIBRE;COLOMBIA;DELINCUENCIA;-;SECUNDARIA;23001000;1
26/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);S†bado;19:00:00;EL PESEBRE E-18;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;21;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
26/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);S†bado;11:42:00;BRASIL II SECTOR II ETAPA E-7;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;UNION LIBRE;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
26/03/2016;CUNDINAMARCA;SOACHA;S†bado;20:50:00;LOS OLIVOS III;URBANA;TIENDA;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;25754000;1
26/03/2016;CUNDINAMARCA;TAUSA;S†bado;23:00:00;VER. RASGATA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;25793000;1
26/03/2016;GUAJIRA;MAICAO;S†bado;15:00:00;VEREDA LA MAJAYURA;RURAL;RANCHERIA;CONTUNDENTES;A PIE;A PIE;44;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;44430000;1
26/03/2016;HUILA;TELLO;S†bado;14:24:00;VEREDA SAN ANDRES TELLO;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;36;FEMENINO;SOLTERO;COLOMBIA;AMA DE CASA;-;PRIMARIA;41799000;1
26/03/2016;MAGDALENA;SANTA MARTA (CT);S†bado;11:10:00;URBANIZACION GARAGOA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;47001000;1
26/03/2016;META;ACAC÷AS;S†bado;3:29:00;SAN JOSE;URBANA;HOSPITALES;CONTUNDENTES;A PIE;A PIE;50;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;50006000;1
26/03/2016;NARI•O;LINARES;S†bado;21:32:00;VEREDA BELLA FLORIDA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;52411000;1
26/03/2016;NARI•O;SAN ANDRES DE TUMACO;S†bado;12:00:00;VDA VAQUERIO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;39;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;52835000;1
26/03/2016;NORTE DE SANTANDER;HACAR÷;S†bado;9:10:00;SECTOR LA CUCHILLA;RURAL;TROCHA;ARMA DE FUEGO;A PIE;A PIE;20;FEMENINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;54344000;1
26/03/2016;SANTANDER;BUCARAMANGA (CT);S†bado;23:40:00;CENTRO;URBANA;BARES, CANTINAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;68001000;1
26/03/2016;SUCRE;OVEJAS;S†bado;2:40:00;CGTO LA QUINTA;RURAL;TRAMO DE VIA;CONTUNDENTES;A PIE;A PIE;35;FEMENINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;70508000;1
26/03/2016;VALLE;CALI (CT);S†bado;21:00:00;EL CALVARIO E3;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;41;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;1
26/03/2016;VALLE;CALI (CT);S†bado;7:00:00;GUILLERMO VALENCIA E4;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;18;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;76001000;1
26/03/2016;VALLE;YOTOCO;S†bado;0:47:00;CRGTO PUENTE TIERRA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR VEHICULO;CONDUCTOR MOTOCICLETA;21;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76890000;1
27/03/2016;ANTIOQUIA;CIUDAD BOL÷VAR;Domingo;21:00:00;MANGA LARGA;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;26;MASCULINO;UNION LIBRE;COLOMBIA;ETNIA INDIGENA;-;PRIMARIA;05101000;1
27/03/2016;ANTIOQUIA;MEDELL÷N (CT);Domingo;14:30:00;GIRARDOT C-5;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;05001000;1
27/03/2016;ANTIOQUIA;MEDELL÷N (CT);Domingo;20:34:00;LA MANSION C-8;URBANA;TIENDA;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;52;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05001000;1
27/03/2016;ANTIOQUIA;SANTA BµRBARA;Domingo;8:00:00;SABALETAS;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;49;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;SECUNDARIA;05679000;1
27/03/2016;ANTIOQUIA;SANTAFê DE ANTIOQUIA;Domingo;20:55:00;LLANOS DE BOLIVAR;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;05042000;1
27/03/2016;ATLµNTICO;BARRANQUILLA (CT);Domingo;23:45:00;LOS OLIVOS II;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;08001000;1
27/03/2016;BOL÷VAR;PINILLOS;Domingo;7:00:00;CORREG. LAS FLORES;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;40;MASCULINO;UNION LIBRE;COLOMBIA;AGRICULTOR;-;PRIMARIA;13549000;1
27/03/2016;CAUCA;EL TAMBO;Domingo;17:00:00;VDA LOS ANGELES;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;19256000;1
27/03/2016;CAUCA;LA SIERRA;Domingo;6:30:00;VDA LA CUCHILLA;RURAL;CARRETERA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;24;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19392000;1
27/03/2016;CHOC‡;BAH÷A SOLANO;Domingo;13:40:00;CHAMBACU;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;27075000;1
27/03/2016;C‡RDOBA;AYAPEL;Domingo;17:30:00;CGTO PALOTAL;RURAL;VIAS PUBLICAS;CONTUNDENTES;A PIE;A PIE;2;FEMENINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;ANALFABETA;23068000;1
27/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Domingo;17:35:00;MERCED SUR SAN IGNACIO E-18;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;53;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
27/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Domingo;3:05:00;LA CANDELARIA E-17;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;40;FEMENINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;11001000;1
27/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Domingo;22:06:00;URB. SANTA RITA I SECTOR E-16;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;41;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;11001000;1
27/03/2016;HUILA;PITALITO;Domingo;19:25:00;POPULAR;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO EJERCITO;-;SECUNDARIA;41551000;1
27/03/2016;MAGDALENA;NUEVA GRANADA;Domingo;19:30:00;VILLA SILVANA O LOS GUAYACANES;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;47460000;1
27/03/2016;NARI•O;CONTADERO;Domingo;20:00:00;CENTRO;URBANA;PELUQUERIA Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;22;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;52210000;1
27/03/2016;NARI•O;CONTADERO;Domingo;20:00:00;CENTRO;URBANA;PELUQUERIA Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;29;MASCULINO;CASADO;COLOMBIA;EMPLEADO POLICIAL;POLICIAS;TECNICO;52210000;1
27/03/2016;NARI•O;PASTO (CT);Domingo;7:00:00;VENECIA;URBANA;PARQUEADERO;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;48;MASCULINO;CASADO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;52001000;1
27/03/2016;NARI•O;RICAURTE;Domingo;4:00:00;VEREDA MOJARRAS;RURAL;RESGUARDO IND÷GENA;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;41;MASCULINO;SOLTERO;COLOMBIA;ETNIA INDIGENA;-;PRIMARIA;52612000;1
27/03/2016;NORTE DE SANTANDER;CÈCUTA (CT);Domingo;4:00:00;BARRIO CUBEROS NI•O;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;55;MASCULINO;-;-;NO REPORTA;-;-;54001000;1
27/03/2016;NORTE DE SANTANDER;CÈCUTA (CT);Domingo;14:10:00;BARRIO BOCONO;URBANA;CASAS DE HABITACION;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;54001000;1
27/03/2016;PUTUMAYO;ORITO;Domingo;2:00:00;VDA. BUENOS AIRES;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;23;FEMENINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;86320000;1
27/03/2016;SUCRE;SINCELEJO (CT);Domingo;13:45:00;VEREDA SAN MIGUEL;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;PASAJERO MOTOCICLETA;CONDUCTOR MOTOCICLETA;31;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;70001000;1
27/03/2016;TOLIMA;ESPINAL;Domingo;11:34:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;17;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;73268000;1
27/03/2016;VALLE;CALI (CT);Domingo;3:30:00;MOJICA E15;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;29;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
27/03/2016;VALLE;CALI (CT);Domingo;19:10:00;EL RETIRO E15;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
27/03/2016;VALLE;CALI (CT);Domingo;20:41:00;INV. LA FLORIDA E13;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76001000;1
27/03/2016;VALLE;CALI (CT);Domingo;18:49:00;CIUDAD CORDOBA E15;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;CONDUCTOR VEHICULO;26;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;1
27/03/2016;VALLE;FLORIDA;Domingo;8:15:00;CORREGIMIENTO PEDREGAL;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76275000;1
27/03/2016;VALLE;GUADALAJARA DE BUGA;Domingo;14:13:00;URB. EL SAMAN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76111000;1
27/03/2016;VALLE;VERSALLES;Domingo;14:40:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76863000;1
28/03/2016;AMAZONAS;LETICIA (CT);Lunes;22:00:00;SAN ANTONIO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;PASAJERO MOTOCICLETA;CONDUCTOR MOTOCICLETA;37;MASCULINO;SOLTERO;PERU;EMPLEADO PARTICULAR;-;SECUNDARIA;91001000;1
28/03/2016;ANTIOQUIA;ANZA;Lunes;23:00:00;LA CEJITA;RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;71;FEMENINO;SEPARADO;COLOMBIA;AMA DE CASA;-;PRIMARIA;05044000;1
28/03/2016;ANTIOQUIA;CHIGOROD‡;Lunes;1:00:00;DIVINO NI•O;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;05172000;1
28/03/2016;ANTIOQUIA;CHIGOROD‡;Lunes;3:00:00;EL CAMPING;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;05172000;1
28/03/2016;BOL÷VAR;CARTAGENA (CT);Lunes;1:30:00;CTO. SANTA ANA;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;28;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;13001000;1
28/03/2016;BOL÷VAR;MORALES;Lunes;17:30:00;VDA. BOCA LA HONDA;RURAL;BARES, CANTINAS Y SIMILARES;CONTUNDENTES;A PIE;A PIE;38;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;13473000;1
28/03/2016;CALDAS;LA DORADA;Lunes;23:20:00;SECTOR LA VARIANTE;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;50;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;17380000;1
28/03/2016;CALDAS;SAN JOSê;Lunes;11:45:00;MORRO AZUL;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;59;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;17665000;1
28/03/2016;CAUCA;L‡PEZ;Lunes;16:00:00;C/MIENTO NOANAMITO;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;31;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;19418000;1
28/03/2016;CAUCA;SUCRE;Lunes;2:00:00;VDA CHEPA;RURAL;FINCAS Y SIMILARES;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;SECUNDARIA;19785000;1
28/03/2016;CAUCA;VILLA RICA;Lunes;6:00:00;CASERIO AGUAZUL;RURAL;CARRETERA;ARMA DE FUEGO;PASAJERO MOTOCICLETA;CONDUCTOR MOTOCICLETA;60;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;19845000;1
28/03/2016;CESAR;VALLEDUPAR (CT);Lunes;1:12:00;VILLA JAIDITH;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;41;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;20001000;1
28/03/2016;C‡RDOBA;MONTEL÷BANO;Lunes;13:30:00;CGTO EL ANCLAR;RURAL;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;26;FEMENINO;SOLTERO;COLOMBIA;AMA DE CASA;-;SECUNDARIA;23466000;1
28/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Lunes;1:35:00;SAN BERNARDO E-3;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;59;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;SECUNDARIA;11001000;1
28/03/2016;CUNDINAMARCA;BOGOTµ D.C. (CT);Lunes;21:52:00;BOSA CENTRO E-7;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;11001000;1
28/03/2016;GUAJIRA;RIOHACHA (CT);Lunes;22:10:00;LOS LOTEROS;URBANA;FRENTE A RESIDENCIAS - VIA PUBLICA;ARMA DE FUEGO;PASAJERO MOTOCICLETA;A PIE;33;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;44001000;1
28/03/2016;GUAJIRA;RIOHACHA (CT);Lunes;16:15:00;URB. VILLA COMFAMILIAR;RURAL;RIOS;CONTUNDENTES;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;44001000;1
28/03/2016;MAGDALENA;SANTA MARTA (CT);Lunes;6:10:00;CENTRO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;30;MASCULINO;UNION LIBRE;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;47001000;1
28/03/2016;MAGDALENA;SANTA MARTA (CT);Lunes;7:10:00;PESCAITO;URBANA;VIAS PUBLICAS;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;43;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;47001000;1
28/03/2016;MAGDALENA;ZONA BANANERA;Lunes;7:30:00;CORREGIMIENTO SANTA ROSALIA;RURAL;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;47980000;1
28/03/2016;NARI•O;PASTO (CT);Lunes;20:30:00;EL ROSARIO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;28;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;52001000;1
28/03/2016;NARI•O;SAN ANDRES DE TUMACO;Lunes;22:00:00;NUEVO AMANECER;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;52835000;1
28/03/2016;NORTE DE SANTANDER;TIBÈ;Lunes;19:00:00;CORREGIMIENTO LA GABARRA;RURAL;FINCAS Y SIMILARES;ARMA DE FUEGO;A PIE;A PIE;30;MASCULINO;SOLTERO;COLOMBIA;AGRICULTOR;-;PRIMARIA;54810000;1
28/03/2016;RISARALDA;DOSQUEBRADAS;Lunes;22:07:00;CAMPESTRE B;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;A PIE;16;FEMENINO;SOLTERO;COLOMBIA;ESTUDIANTE;-;SECUNDARIA;66170000;1
28/03/2016;RISARALDA;DOSQUEBRADAS;Lunes;22:07:00;CAMPESTRE B;URBANA;LOCAL COMERCIAL;ARMA DE FUEGO;A PIE;A PIE;37;MASCULINO;SEPARADO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;66170000;1
28/03/2016;RISARALDA;PEREIRA (CT);Lunes;12:28:00;CORREG. (PTO CALDAS);RURAL;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;20;FEMENINO;UNION LIBRE;COLOMBIA;AMA DE CASA;-;PRIMARIA;66001000;1
28/03/2016;SANTANDER;PIEDECUESTA;Lunes;1:00:00;LA CASTELLANA;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;32;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;68547000;1
28/03/2016;TOLIMA;FLANDES;Lunes;7:00:00;OBRERO;URBANA;CANCHA DE FUTBOL;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;-;-;NO REPORTA;-;-;73275000;1
28/03/2016;VALLE;CALI (CT);Lunes;22:00:00;VALLE GRANDE E21;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76001000;1
28/03/2016;VALLE;CALI (CT);Lunes;17:00:00;DEPARTAMENTAL E10;URBANA;CASAS DE HABITACION;ARMA BLANCA / CORTOPUNZANTE;A PIE;A PIE;36;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;SECUNDARIA;76001000;1
28/03/2016;VALLE;CALI (CT);Lunes;19:15:00;REPUBLICA ISRAEL E16;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;35;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76001000;1
28/03/2016;VALLE;CALI (CT);Lunes;9:15:00;SAN JUAN BOSCO E3;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;26;MASCULINO;SOLTERO;COLOMBIA;DESEMPLEADO;-;PRIMARIA;76001000;1
28/03/2016;VALLE;CALI (CT);Lunes;22:37:00;RAFAEL URIBE URIBE E8;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;55;FEMENINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;PRIMARIA;76001000;1
28/03/2016;VALLE;CALI (CT);Lunes;14:32:00;SAN PEDRO E3;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;19;MASCULINO;SOLTERO;COLOMBIA;COMERCIANTE;-;SECUNDARIA;76001000;1
28/03/2016;VALLE;OBANDO;Lunes;20:20:00;EL LLANO;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;A PIE;A PIE;16;MASCULINO;SOLTERO;COLOMBIA;INDEPENDIENTE;-;SECUNDARIA;76497000;1
28/03/2016;VALLE;PRADERA;Lunes;21:05:00;EL BERLIN;URBANA;VIAS PUBLICAS;ARMA DE FUEGO;CONDUCTOR MOTOCICLETA;A PIE;25;MASCULINO;SOLTERO;COLOMBIA;EMPLEADO PARTICULAR;-;PRIMARIA;76563000;1
